a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgements	a.Comments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
samanthashook	1497	1497	6602294be910b1e3c4571bd98c4d5484	971	2015-07-13	QueryPair	Excellent	it s called the days inn newark wilmington		0	days inn newark de	971	days inn wilmington newark de	days inn newark de
samanthashook	1506	1506	912d2b1c7b2826caf99687388d2e8f7c	751	2015-07-13	QueryPair	Good	5 of 9 DC kimpton hotels are in dupont circle		0	kimpton hotel washington dc	751	dc dupont hotel washington	kimpton hotel washington dc
samanthashook	1546	1546	076023edc9187cf1ac1f1163470e479a	1583	2015-07-13	QueryPair	Good			0	best western vancouver downtown	1583	best western downtown vancouver reviews	best western vancouver downtown
samanthashook	1578	1578	afd4836712c5e77550897e25711e1d96	699	2015-07-15	QueryPair	Excellent			0	ramada plaza grand rapids michigan	699	ramada grand rapids mi	ramada plaza grand rapids michigan
samanthashook	1624	1624	6974ce5ac660610b44d9b9fed0ff9548	103	2015-07-13	QueryPair	Excellent			0	grand hotel mackinac island	103	the grand hotel mackinac island	grand hotel mackinac island
samanthashook	166	166	e1d5be1c7f2f456670de3d53c7b54f4a	1243	2015-07-13	QueryPair	Excellent			0	edison hotel new york	1243	edison hotel ny	edison hotel new york
samanthashook	1698	1698	24917db15c4e37e421866448c9ab23d8	2150	2015-07-15	QueryPair	Good		there are 2 topeka ramadas	0	ramada topeka ks	2150	ramada downtown topeka	ramada topeka ks
samanthashook	1730	1730	d7a728a67d909e714c0774e22cb806f2	609	2015-07-15	QueryPair	Excellent			0	tazewell hotel norfolk	609	tazewell norfolk	tazewell hotel norfolk
samanthashook	1750	1750	5b8add2a5d98b1a652ea7fd72d942dac	317	2015-07-13	QueryPair	Excellent			0	sleep inn suites indianapolis	317	sleep inn suite indianapolis	sleep inn suites indianapolis
samanthashook	1772	1772	eb6fdc36b281b7d5eabf33396c2683a2	618	2015-07-15	QueryPair	Good			0	south seas resort captiva island	618	south seas resort captiva tripadvisor	south seas resort captiva island
samanthashook	1824	1824	a51c896c9cb81ecb5a199d51ac9fc3c5	1712	2015-07-13	QueryPair	Excellent			0	best western temple tx	1712	best western temple	best western temple tx
samanthashook	1847	1847	877a9ba7a98f75b90a9d49f53f15a858	468	2015-07-15	QueryPair	Fair			0	rembrandt hotel bangkok	468	rembrandt apartment bangkok	rembrandt hotel bangkok
samanthashook	1915	1915	07cdfd23373b17c6b337251c22b7ea57	278	2015-07-13	QueryPair	Excellent			0	hotel du vieux quebec	278	hotel du vieux quebec quebec	hotel du vieux quebec
samanthashook	1934	1934	fb2fcd534b0ff3bbed73cc51df620323	1204	2015-07-13	QueryPair	Excellent			0	omni berkshire new york	1204	omni berkshire hotel new york	omni berkshire new york
samanthashook	1964	1964	02f039058bd48307e6f653a2005c9dd2	1707	2015-07-15	QueryPair	Excellent			0	thunderbird hotel miami	1707	thunderbird resort hotel miami	thunderbird hotel miami
samanthashook	1968	1968	21be9a4bd4f81549a9d1d241981cec3c	1771	2015-07-15	QueryPair	Excellent			0	quality inn pensacola florida	1771	quality inn pensacola hotel pensacola fl	quality inn pensacola florida
samanthashook	1976	1976	7c9d0b1f96aebd7b5eca8c3edaa19ebb	1134	2015-07-15	QueryPair	Excellent			0	pelican grand beach resort ft lauderdale	1134	pelican grand beach resort ft lauderdale fl	pelican grand beach resort ft lauderdale
samanthashook	2038	2038	550a141f12de6341fba65b0ad0433500	444	2015-07-13	QueryPair	Excellent			0	budget inn anaheim	444	anaheim budget inn	budget inn anaheim
samanthashook	2065	2065	20f07591c6fcb220ffe637cda29bb3f6	277	2015-07-13	QueryPair	Excellent	there s also a homewood suites in wilmington, DE		0	homewood suites wilmington nc	277	homewood inn suites wilmington	homewood suites wilmington nc
samanthashook	2069	2069	d09bf41544a3365a46c9077ebb5e35c3	75	2015-07-15	QueryPair	Excellent			0	portofino inn suites anaheim	75	portofino inn anaheim	portofino inn suites anaheim
samanthashook	2083	2083	e655c7716a4b3ea67f48c6322fc42ed6	1492	2015-07-13	QueryPair	Excellent		there is also a red roof inn in albany, ga; would both ga and ny locations be excellent for albany?	0	red roof inn albany	1492	red roof inn albany new york	red roof inn albany
samanthashook	2140	2140	1543843a4723ed2ab08e18053ae6dc5b	395	2015-07-13	QueryPair	Excellent			0	hampton inn suites reno	395	hampton inn hotel reno	hampton inn suites reno
samanthashook	226	226	82cec96096d4281b7c95cd7e74623496	355	2015-07-15	QueryPair	Excellent			0	peppertree sea north myrtle beach sc	355	peppertree north myrtle beach sc	peppertree sea north myrtle beach sc
samanthashook	297	297	258be18e31c8188555c2ff05b4d542c3	579	2015-07-15	QueryPair	Excellent			0	westin hotel westminster co	579	westin hotel in westminster co	westin hotel westminster co
samanthashook	343	343	5531a5834816222280f20d1ef9e95f69	2023	2015-07-15	QueryPair	Good			0	showboat hotel atlantic city	2023	showboat hotel	showboat hotel atlantic city
samanthashook	345	345	a113c1ecd3cace2237256f4c712f61b5	1171	2015-07-13	QueryPair	Excellent			0	comfort suites elkton md	1171	comfort inn elkton md	comfort suites elkton md
samanthashook	354	354	d0fb963ff976f9c37fc81fe03c21ea7b	2001	2015-07-13	QueryPair	Excellent			0	wyndham clearwater beach	2001	wyndham clearwater	wyndham clearwater beach
samanthashook	365	365	8fb5f8be2aa9d6c64a04e3ab9f63feee	1443	2015-07-13	QueryPair	Excellent			0	doubletree greensboro	1443	doubletree hotel greensboro	doubletree greensboro
samanthashook	384	384	013d407166ec4fa56eb1e1f8cbe183b9	138	2015-07-13	QueryPair	Good	there are 3 in anaheim; 2 have resort in the name		0	holiday inn anaheim california	138	holiday inn anaheim resort	holiday inn anaheim california
samanthashook	40	40	8303a79b1e19a194f1875981be5bdb6f	1691	2015-07-13	QueryPair	Excellent			0	sleep inn sarasota florida	1691	sleep inn sarasota	sleep inn sarasota florida
samanthashook	413	413	fccb3cdc9acc14a6e70a12f74560c026	680	2015-07-13	QueryPair	Fair		there isn t a comfort inn specifically in either city (toledo has a quality inn) but there are nearby locations; could be confusing	0	comfort inn toledo ohio	680	comfort inn northwood ohio	comfort inn toledo ohio
samanthashook	416	416	c2aee86157b4a40b78132f1e71a9e6f1	892	2015-07-15	QueryPair	Good		same place but casino vs. casino/hotel are different concepts	0	revel casino atlantic city	892	revel casino hotel atlantic city	revel casino atlantic city
samanthashook	423	423	9431c87f273e507e6040fcb07dcb4509	452	2015-07-13	QueryPair	Good			0	hotel abri san francisco	452	hotel abri reviews san francisco	hotel abri san francisco
samanthashook	480	480	fe70c36866add1572a8e2b96bfede7bf	1463	2015-07-15	QueryPair	Excellent			0	sterling shores resort destin fl	1463	sterling shores resorts destin	sterling shores resort destin fl
samanthashook	554	554	b3e3e393c77e35a4a3f3cbd1e429b5dc	153	2015-07-13	QueryPair	Excellent			0	embassy suites richmond virginia	153	embassy suites hotel richmond virginia	embassy suites richmond virginia
samanthashook	563	563	a86c450b76fb8c371afead6410d55534	570	2015-07-15	QueryPair	Excellent			0	oceanus motel rehoboth beach	570	oceanus motel rehoboth beach de	oceanus motel rehoboth beach
samanthashook	572	572	f1b6f2857fb6d44dd73c7041e0aa0f19	464	2015-07-13	QueryPair	Good	there are at least 4 hampton inns in farmington in different states (NM, UT, CT, MO)		0	hampton inn farmington mo	464	hampton inn farmington	hampton inn farmington mo
samanthashook	640	640	2596a54cdbb555cfd09cd5d991da0f55	2167	2015-07-13	QueryPair	Excellent			0	hotel neptun copenhagen	2167	copenhagen hotel neptun	hotel neptun copenhagen
samanthashook	668	668	11c484ea9305ea4c7bb6b2e6d570d466	1752	2015-07-15	QueryPair	Good			0	new woodlands hotel chennai	1752	hotel new woodlands	new woodlands hotel chennai
samanthashook	686	686	d93ed5b6db83be78efb0d05ae420158e	984	2015-07-13	QueryPair	Excellent			0	homewood suites lafayette	984	homewood suites lafayette la	homewood suites lafayette
samanthashook	712	712	cd758e8f59dfdf06a852adad277986ca	1257	2015-07-15	QueryPair	Excellent			0	murray hotel livingston mt	1257	murray hotel livingston montana	murray hotel livingston mt
samanthashook	745	745	a19acd7d2689207f9047f8cb01357370	1867	2015-07-13	QueryPair	Fair	different hotels		0	marriott lancaster pa	1867	courtyard lancaster pa	marriott lancaster pa
samanthashook	751	751	8613985ec49eb8f757ae6439e879bb2a	90	2015-07-15	QueryPair	Fair			0	surfcomber hotel miami	90	tree hotel miami	surfcomber hotel miami
samanthashook	776	776	c21002f464c5fc5bee3b98ced83963b8	1125	2015-07-15	QueryPair	Excellent			0	mountaineer lodge lake louise	1125	lake louise mountaineer lodge	mountaineer lodge lake louise
samanthashook	78	78	07811dc6c422334ce36a09ff5cd6fe71	2024	2015-07-15	QueryPair	Good			0	vegas wedding packages	2024	vegas elopement packages	vegas wedding packages
samanthashook	855	855	aff0a6a4521232970b2c1cf539ad0a19	1546	2015-07-13	QueryPair	Excellent			0	best western hays kansas	1546	best western hays ks	best western hays kansas
samanthashook	894	894	1e6e0a04d20f50967c64dac2d639a577	1100	2015-07-15	QueryPair	Excellent			0	westin hotel columbus ohio	1100	westin columbus hotel	westin hotel columbus ohio
samanthashook	903	903	7e7e69ea3384874304911625ac34321c	1209	2015-07-15	QueryPair	Excellent			0	red lion inn mcminnville	1209	red lion hotel in mcminnville	red lion inn mcminnville
samanthashook	915	915	52dbb0686f8bd0c0c757acf716e28ec0	2061	2015-07-13	QueryPair	Excellent			0	z ocean hotel south beach	2061	z ocean hotel south beach miami	z ocean hotel south beach
samanthashook	918	918	5705e1164a8394aace6018e27d20d237	897	2015-07-15	QueryPair	Excellent		beach is implied by oceanfront	0	oceanfront hotels fort lauderdale	897	oceanfront hotels fort lauderdale beach	oceanfront hotels fort lauderdale
samanthashook	927	927	93fb9d4b16aa750c7475b6d601c35c2c	1317	2015-07-13	QueryPair	Fair	Xclusive is a competitor		0	ascot hotel dubai	1317	exclusive hotel dubai	ascot hotel dubai
samanthashook	930	930	9d7311ba459f9e45ed746755a32dcd11	1988	2015-07-15	QueryPair	Excellent			0	saguaro hotel scottsdale az	1988	the saguaro hotel scottsdale az	saguaro hotel scottsdale az
samanthashook	960	960	452bf208bf901322968557227b8f6efe	1572	2015-07-13	QueryPair	Excellent			0	holiday inn express corona california	1572	holiday inn express corona	holiday inn express corona california
samanthashook	984	984	9f6992966d4c363ea0162a056cb45fe5	1921	2015-07-15	QueryPair	Good		mccormick place is a convention center; wasn t sure if this should be good or fair	0	mccormick place hotel chicago	1921	mccormick place chicago	mccormick place hotel chicago
mlever	1006	1006	f899139df5e1059396431415e770c6dd	100	2015-07-15	QueryPair	Good			0	holiday inn college station texas	100	holiday college station texas	holiday inn college station texas
mlever	1025	1025	95d309f0b035d97f69902e7972c2b2e6	1578	2015-07-15	QueryPair	Good		There is a historic Charleston in West Virgina as well as in South Carolina	0	embassy suites historic charleston sc	1578	embassy suites historic charleston	embassy suites historic charleston sc
mlever	1027	1027	2cfd4560539f887a5e420412b370b361	1123	2015-07-15	QueryPair	Excellent			0	hotel panorama rhombus hong kong	1123	panorama hotel rhombus hong kong	hotel panorama rhombus hong kong
mlever	1033	1033	ba2fd310dcaa8781a9a652a31baf3c68	524	2015-07-17	QueryPair	Good			0	do co hotel vienna	524	co hotel vienna	do co hotel vienna
mlever	1039	1039	a981f2b708044d6fb4a71a1463242520	1625	2015-07-14	QueryPair	Excellent		I am judging this as excellent because  cheap is a modifier that is similar in intent to the word package, which implies someone looking for good value.	0	caribbean vacation packages	1625	cheap vacation packages caribbean	caribbean vacation packages
mlever	1053	1053	a29d1598024f9e87beab4b98411d48ce	2112	2015-07-15	QueryPair	Excellent			0	red roof inn south deerfield ma	2112	red roof inn south deerfield hotel ma	red roof inn south deerfield ma
mlever	106	106	4d6e4749289c4ec58c0063a90deb3964	1563	2015-07-17	QueryPair	Excellent			0	alex hotel suites anchorage	1563	alex hotel anchorage	alex hotel suites anchorage
mlever	1061	1061	cf9a242b70f45317ffd281241fa66502	1361	2015-07-15	QueryPair	Excellent		There is only one secrets silversands and it is on the Riviera Maya	0	secrets silversands riviera maya	1361	secrets silversands riviera	secrets silversands riviera maya
mlever	1082	1082	d34ab169b70c9dcd35e62896010cd9ff	377	2015-07-15	QueryPair	Excellent			0	country inn suites rapid city	377	country inn rapid city	country inn suites rapid city
mlever	1087	1087	5878a7ab84fb43402106c575658472fa	167	2015-07-14	QueryPair	Excellent			0	best western tacoma	167	best western hotel tacoma	best western tacoma
mlever	1095	1095	a14ac55a4f27472c5d894ec1c3c743d2	1610	2015-07-14	QueryPair	Excellent			0	best western bay harbor hotel tampa	1610	tampa best western bay harbor hotel	best western bay harbor hotel tampa
mlever	110	110	13f9896df61279c928f19721878fac41	346	2015-07-15	QueryPair	Excellent			0	maingate lakeside resort kissimmee fl	346	maingate lakeside resort orlando fl	maingate lakeside resort kissimmee fl
mlever	1102	1102	70ece1e1e0931919438fcfc6bd5f199c	1737	2015-07-14	QueryPair	Excellent			0	europe vacation package deals	1737	europe vacation deals	europe vacation package deals
mlever	1111	1111	512c5cad6c37edb98ae91c8a76c3a291	1410	2015-07-15	QueryPair	Good			0	beachcomber sea panama city	1410	beachcomber panama city beach	beachcomber sea panama city
mlever	1128	1128	d3a7f48c12e697d50c8a7ae7684644ef	2088	2015-07-14	QueryPair	Excellent			0	davenport tower spokane	2088	davenport hotel in spokane	davenport tower spokane
mlever	1130	1130	d25414405eb37dae1c14b18d6a2cac34	1790	2015-07-15	QueryPair	Excellent			0	county inn mountain view ca	1790	county inn hotel mountain view ca	county inn mountain view ca
mlever	1136	1136	c182f930a06317057d31c73bb2fedd4f	2145	2015-07-14	QueryPair	Excellent			0	doubletree tampa airport westshore	2145	doubletree hotel tampa airport westshore	doubletree tampa airport westshore
mlever	1147	1147	bd5af7cd922fd2603be4ee3dc43b0b77	2128	2015-07-15	QueryPair	Excellent			0	royal resorts playa del carmen	2128	royal playa del carmen resort	royal resorts playa del carmen
mlever	1157	1157	56f9f88906aebf4ad985aaec7fa01313	1893	2015-07-15	QueryPair	Excellent			0	hotel belvedere bellagio italy	1893	bellagio belvedere hotel	hotel belvedere bellagio italy
mlever	1162	1162	c52f1bd66cc19d05628bd8bf27af3ad6	254	2015-07-14	QueryPair	Good			0	aguadilla puerto rico	254	aguadilla puerto rico hotel	aguadilla puerto rico
mlever	1165	1165	26408ffa703a72e8ac0117e74ad46f33	656	2015-07-14	QueryPair	Excellent			0	comfort inn indianapolis airport	656	comfort inn airport indianapolis in	comfort inn indianapolis airport
mlever	117	117	96b9bff013acedfb1d140579e2fbeb63	814	2015-07-15	QueryPair	Good		There are several legoland locations.	0	legoland florida discount tickets	814	legoland discount ticket	legoland florida discount tickets
mlever	1183	1183	883e881bb4d22a7add958f2d6b052c9f	1027	2015-07-15	QueryPair	Excellent			0	pop century resort disney world	1027	pop century resort in disney	pop century resort disney world
mlever	1203	1203	5f0f5e5f33945135b874349cfbed4fb9	745	2015-07-15	QueryPair	Good			0	divi golf beach resort aruba	745	divi golf aruba	divi golf beach resort aruba
mlever	1206	1206	3c7781a36bcd6cf08c11a970fbe0e2a6	424	2015-07-15	QueryPair	Excellent			0	enterprise car rental norfolk airport	424	enterprise rental car norfolk airport	enterprise car rental norfolk airport
mlever	1222	1222	3df1d4b96d8976ff5986393e8767f5b2	939	2015-07-14	QueryPair	Excellent			0	best western miami florida	939	best western near miami fl	best western miami florida
mlever	1225	1225	1068c6e4c8051cfd4e9ea8072e3189e2	410	2015-07-17	QueryPair	Excellent			0	stoney creek inn columbia mo	410	columbia stoney creek inn	stoney creek inn columbia mo
mlever	1226	1226	333222170ab9edca4785c39f55221fe7	1922	2015-07-15	QueryPair	Excellent			0	days inn chattanooga	1922	chattanooga days inn tiftonia	days inn chattanooga
mlever	1235	1235	f73b76ce8949fe29bf2a537cfa420e8f	392	2015-07-15	QueryPair	Good			0	madeleine plaza hotel paris	392	madeleine hotel in paris	madeleine plaza hotel paris
mlever	1238	1238	2421fcb1263b9530df88f7f002e78ea5	436	2015-07-14	QueryPair	Good			0	emporium suites bangkok	436	emporium suites	emporium suites bangkok
mlever	1241	1241	4e62e752ae53fb6a6eebd0f6146aa702	2136	2015-07-15	QueryPair	Fair			0	intercontinental hotel singapore	2136	intercontinental hotel financial	intercontinental hotel singapore
mlever	1261	1261	7143d7fbadfa4693b9eec507d9d37443	781	2015-07-15	QueryPair	Excellent			0	holiday inn express marathon fl	781	holiday inn marathon fl	holiday inn express marathon fl
mlever	1264	1264	865dfbde8a344b44095495f3591f7407	1890	2015-07-15	QueryPair	Good		there is a NOW jade and a NOW sapphire, NOW is the brand under which there are sub-brands Jade and Sapphire	0	jade riviera cancun	1890	now riviera cancun	jade riviera cancun
mlever	1283	1283	b069b3415151fa7217e870017374de7c	1433	2015-07-15	QueryPair	Excellent			0	homewood suites fayetteville arkansas	1433	homewood suite in fayetteville arkansas	homewood suites fayetteville arkansas
mlever	1298	1298	ebd9629fc3ae5e9f6611e2ee05a31cef	518	2015-07-15	QueryPair	Excellent			0	sea ranch lodge california	518	sea ranch lodge	sea ranch lodge california
mlever	1303	1303	b5a1fc2085986034e448d2ccc5bb9703	1536	2015-07-15	QueryPair	Good			0	suburban extended stay lewisville tx	1536	extended stay lewisville texas	suburban extended stay lewisville tx
mlever	1305	1305	7949e456002b28988d38185bd30e77fd	1570	2015-07-15	QueryPair	Fair			0	nickelodeon suites orlando	1570	nickelodeon hotel	nickelodeon suites orlando
mlever	1308	1308	2f885d0fbe2e131bfc9d98363e55d1d4	943	2015-07-14	QueryPair	Excellent			0	bay view myrtle beach	943	bayview myrtle beach	bay view myrtle beach
mlever	1312	1312	8725fb777f25776ffa9076e44fcfd776	1723	2015-07-14	QueryPair	Fair			0	brookshire texas	1723	brookshire	brookshire texas
mlever	1314	1314	2ac2406e835bd49c70469acae337d292	1181	2015-07-15	QueryPair	Excellent			0	holiday inn express utica michigan	1181	holiday inn express utica mi	holiday inn express utica michigan
mlever	1318	1318	19de10adbaa1b2ee13f77f679fa1483a	1866	2015-07-14	QueryPair	Good			0	best western ontario	1866	best western canada	best western ontario
